date,exercise,stance,grip,equipment1,equipment2,equipment3,tempo,band tension,chain tension,setNumber,weight,reps,RPE,superset with,notes
3/25/18,bench press (feet up),,,,,,0.3.0,,,1,225,2,8,,
,bench press (feet up),,,,,,,,,2,225,2,8,,
,bench press (feet up),,,,,,,,,3,225,2,8,,
,bench press (feet up),,,,,,,,,4,225,2,8.5,,
,bench press (feet up),,,,,,,,,5,225,2,9,,
3/27/18,lowbar squat,,,belt,,,,,,1,375,1,8,,
,lowbar squat,,,belt,,,,,,2,355,2,8,,
,lowbar squat,,,belt,,,,,,3,355,2,7.5,,
,bench press,,,,,,,,,1,285,1,8,,
,bench press,,,,,,,,,2,265,3,8.5,,
,bench press,,,,,,,,,3,245,6,7.5,,
,bench press,,,,,,,,,4,240,6,7.5,,
,bench press,,,,,,,,,5,240,6,8.5,,
,conv DL,,,,,,,,,1,405,1,8.5,,
,conv DL,,,,,,,,,2,375,5,7,,
,conv DL,,,,,,,,,3,375,5,7.5,,
,conv DL,,,,,,,,,4,355,5,6,,
,conv DL,,,,,,,,,5,355,5,6,,
,OHP (barbell),,,belt,,,,,,1,145,5,8,,
,OHP (barbell),,,belt,,,,,,2,145,5,8,,
,OHP (barbell),,,belt,,,,,,3,145,5,8,,
3/29/18,highbar squat,,,belt,,,,,,1,335,3,8.5,,
,highbar squat,,,,,,,,,2,330,3,7.5,,
,highbar squat,,,,,,,,,3,330,3,7.5,,
,highbar squat,,,,,,,,,4,330,3,8.5,,
,bench press,,close,,,,,35 lb band tension,,1,215,4,7.5,,
,bench press,,close,,,,,35 lb band tension,,2,215,4,8,,
,bench press,,close,,,,,35 lb band tension,,3,215,4,8,,
,bench press,,close,,,,,35 lb band tension,,4,215,4,8,,
,bench press,,close,,,,,35 lb band tension,,5,215,4,9.5,,
,bench press (high pin),,close,,,,,,,1,245,3,7,,
,bench press (high pin),,close,,,,,,,2,255,3,8,,
,bench press (high pin),,close,,,,,,,3,255,3,8.5,,
,chinup,,,,,,,,,1,45,5,,,
,chinup,,,,,,,,,2,55,5,,,
,chinup,,,,,,,,,3,60,5,,,
,chinup,,,,,,,,,4,60,5,,,
3/31/18,lowbar squat,,,belt,,,,,,1,375,1,8,,
,lowbar squat,,,belt,,,,,,2,325,8,8.5,,
,lowbar squat,,,belt,,,,,,3,315,7,6.5,,
,lowbar squat,,,belt,,,,,,4,315,7,7.5,,
,conv DL,,,,,,0.2.0,,,1,335,5,9,,
,conv DL,,,,,,0.2.0,,,2,315,5,7,,
,conv DL,,,,,,0.2.0,,,3,315,5,7.5,,
,z-press,,,,,,,-35 lb band tension,,1,215,1,10,,
,z-press,,,,,,,-35 lb band tension,,2,190,4,8.5,,
,z-press,,,,,,,-35 lb band tension,,3,175,4,6.5,,
,z-press,,,,,,,-35 lb band tension,,4,175,4,7,,
,z-press,,,,,,,-35 lb band tension,,5,175,4,8,,
4/1/18,row (barbell),,,,,,,,,1,225,10,,,gpp so as little rest as possible
,row (barbell),,,,,,,,,2,225,10,,,gpp so as little rest as possible
,row (barbell),,,,,,,,,3,225,8,,,gpp so as little rest as possible
,row (barbell),,,,,,,,,4,225,8,,,gpp so as little rest as possible
,row (barbell),,,,,,,,,5,225,7,,,gpp so as little rest as possible
,row (barbell),,,,,,,,,6,225,6,,,gpp so as little rest as possible
,row (barbell),,,,,,,,,7,225,6,,,gpp so as little rest as possible
4/3/18,lowbar squat,,,belt,,,,,,1,385,1,8,,
,lowbar squat,,,belt,,,,,,2,365,2,8,,
,lowbar squat,,,belt,,,,,,3,365,2,8.5,,
,lowbar squat,,,,,,3.0.0,,,1,300,4,7,,
,lowbar squat,,,,,,3.0.0,,,2,300,4,8,,
,bench press,,,,,,,,,1,285,1,7.5,,
,bench press,,,,,,,,,2,270,3,8.5,,
,bench press,,,,,,,,,3,240,6,6.5,,
,bench press,,,,,,,,,4,240,6,7,,
,bench press,,,,,,,,,5,240,6,7.5,,
,conv DL,,,belt,,,,,,1,415,1,8,,
,conv DL,,,belt,,,,,,2,380,5,7.5,,bad form
,conv DL,,,belt,,,,,,3,380,4,10,,bad form
,conv DL,,,belt,,,,,,4,365,5,7,,bad form
,conv DL,,,belt,,,,,,5,355,5,7.5,,bad form
4/5/18,highbar squat,,,belt,,,,,,1,335,3,8,,
,highbar squat,,,belt,,,,,,2,335,3,8.5,,
,highbar squat,,,belt,,,,,,3,335,3,9,,
,highbar squat,,,belt,,,,,,4,315,3,8,,
,bench press,,close,,,,,30 lb band tension,,1,215,4,8,,
,bench press,,close,,,,,30 lb band tension,,2,215,4,8.5,,
,bench press,,close,,,,,30 lb band tension,,3,215,4,8.5,,
,bench press,,close,,,,,30 lb band tension,,4,215,4,8.5,,
,bench press (high pin),,close,,,,,,,1,245,3,6,,
,bench press (high pin),,close,,,,,,,2,260,3,7.5,,
,bench press (high pin),,close,,,,,,,3,260,3,9,,
4/7/18,bench press,,wide,,,,,,,1,220,10,7,,
,bench press,,wide,,,,,,,2,220,10,8,,
,bench press,,wide,,,,,,,3,220,10,7.5,,
,bench press,,wide,,,,,,,4,220,10,9,,
,lowbar squat,,,belt,,,,,,1,375,1,8.5,,
,lowbar squat,,,belt,,,,,,2,325,7,8,,
,lowbar squat,,,belt,,,,,,3,295,7,6,,
,lowbar squat,,,belt,,,,,,4,295,7,6.5,,
,z-press,,,,,,,-35 lb band tension,,1,210,1,8,,
,z-press,,,,,,,-35 lb band tension,,2,180,4,7,,
,z-press,,,,,,,-35 lb band tension,,3,185,4,8,,
,z-press,,,,,,,-35 lb band tension,,4,185,4,8,,
,z-press,,,,,,,-35 lb band tension,,5,185,4,8.5,,
,conv DL,,,,,,0.2.0,,,1,315,5,7.5,,
,conv DL,,,,,,0.2.0,,,2,315,5,7.5,,
,conv DL,,,,,,0.2.0,,,3,315,5,8,,
4/10/18,bench press,,,,,,,,,1,300,1,8.5,,
,bench press,,,,,,,,,2,275,3,7.5,,
,bench press,,,,,,,,,3,250,6,7.5,,
,bench press,,,,,,,,,4,245,6,7.5,,
,bench press,,,,,,,,,5,245,6,8,,
,lowbar squat,,,belt,,,,,,1,385,1,8,,
,lowbar squat,,,belt,,,,,,2,370,2,7.5,,
,lowbar squat,,,belt,,,,,,3,370,2,7.5,,
,lowbar squat,,,,,,0.3.0,,,1,305,4,7.5,,
,lowbar squat,,,,,,0.3.0,,,2,305,4,8,,
,OHP (barbell),,,belt,,,,,,1,170,2,10,,
,OHP (barbell),,,belt,,,,,,1,170,2,10,,
,OHP (barbell),,,belt,,,,,,1,150,5,8.5,,
,OHP (barbell),,,belt,,,,,,1,150,5,9,,
,OHP (barbell),,,belt,,,,,,1,145,5,7.5,,
,conv DL,,,belt,,,,,,1,420,1,8.5,,
,conv DL,,,belt,,,,,,2,380,5,7.5,,
,conv DL,,,belt,,,,,,3,380,5,8,,
,conv DL,,,belt,,,,,,4,365,5,6.5,,
,conv DL,,,belt,,,,,,5,365,5,6.5,,
4/12/18,bench press,,close,,,,,30 lb band tension,,1,225,4,9,,
,bench press,,close,,,,,30 lb band tension,,2,220,4,8.5,,
,bench press,,close,,,,,30 lb band tension,,3,220,4,8.5,,
,bench press,,close,,,,,30 lb band tension,,4,220,4,9,,
,bench press,,close,,,,,,,5,220,4,9,,
,bench press (high pin),,close,,,,,,,1,245,3,6,,
,bench press (high pin),,close,,,,,,,2,260,3,7.5,,
,bench press (high pin),,close,,,,,,,3,265,3,9.5,,
,highbar squat,,,,,,,,,1,340,3,8,,
,highbar squat,,,,,,,,,2,340,3,8.5,,
,highbar squat,,,,,,,,,3,340,3,8.5,,
,highbar squat,,,,,,,,,4,340,3,8.5,,
4/14/18,bench press,,wide,,,,,,,1,225,10,8,,
,bench press,,wide,,,,,,,2,215,10,7.5,,
,bench press,,wide,,,,,,,3,215,10,7.5,,
,bench press,,wide,,,,,,,4,215,10,9.4,,
,lowbar squat,,,belt,,,,,,1,390,1,9,,
,lowbar squat,,,belt,,,,,,2,330,7,8.5,,
,lowbar squat,,,belt,,,,,,3,300,7,<6,,
,lowbar squat,,,belt,,,,,,4,305,6,6.5,,
,z-press (low pin),,,,,,,-35 lb band tension,,1,220,1,10,,
,z-press (low pin),,,,,,,-35 lb band tension,,2,185,4,7.5,,
,z-press (low pin),,,,,,,-35 lb band tension,,3,185,4,8,,
,z-press (low pin),,,,,,,-35 lb band tension,,4,185,4,7,,
,z-press (low pin),,,,,,,-35 lb band tension,,5,190,4,8,,
,conv DL,,,,,,0.2.0,,,1,325,5,6.5,,
,conv DL,,,,,,0.2.0,,,2,330,5,7.5,,
,conv DL,,,,,,0.2.0,,,3,330,5,8,,
4/17/18,bench press,,,,,,,,,1,300,1,8,,
,bench press,,,,,,,,,2,280,3,9,,misgroove
,bench press,,,,,,,,,3,250,6,7.5,,
,bench press,,,,,,,,,4,250,6,7.5,,
,bench press,,,,,,,,,5,250,6,7.5,,
,lowbar squat,,,belt,,,,,,1,390,1,8,,
,lowbar squat,,,belt,,,,,,2,375,2,8.5,,
,lowbar squat,,,belt,,,,,,3,375,2,9,,
,OHP (barbell),,,,,,,,,1,160,3,9,,
,OHP (barbell),,,,,,,,,2,145,5,7.5,,
,OHP (barbell),,,,,,,,,3,145,5,7.5,,
,OHP (barbell),,,,,,,,,4,145,5,8,,
,conv DL,,,,,,,,,1,420,1,8.5,,
,conv DL,,,,,,,,,2,385,5,8.5,,
,conv DL,,,,,,,,,3,370,5,7.5,,
,conv DL,,,,,,,,,4,335,5,<6,,
,conv DL,,,,,,,,,5,335,5,<6,,
,lowbar squat,,,,,,3.0.0,,,1,295,4,7,,
,lowbar squat,,,,,,3.0.0,,,2,295,4,8,,
4/19/18,bench press,,close,,,,,30 lb band tension,,1,220,4,7,,
,,,,,,,,,,2,225,4,8,,
,,,,,,,,,,3,225,4,8,,
,,,,,,,,,,4,225,4,8,,
,,,,,,,,,,5,225,4,8.5,,
,highbar squat,,,belt,,,,,,1,350,3,7.5,,
,,,,,,,,,,2,350,3,8,,
,,,,,,,,,,3,350,3,8.5,,
,,,,,,,,,,4,335,3,8,,
,bench press (high pin),,close,,,,,,,1,245,3,6.5,,
,,,,,,,,,,2,255,3,,,
4/21/18,bench press,,wide,,,,,,,1,220,10,7,,
,,,,,,,,,,2,220,10,8,,
,,,,,,,,,,3,220,10,8,,
,,,,,,,,,,4,210,10,7,,
,lowbar squat,,,belt,,,,,,1,395,1,9.5,,
,,,,,,,,,,2,330,7,8,,
,,,,,,,,,,3,315,7,7,,
,,,,,,,,,,4,315,7,7.5,,
,z-press (low pin),,,,,,,-35 lb band tension,,1,220,1,10,,
,,,,,,,,,,2,190,4,8,,
,,,,,,,,,,3,190,4,8.5,,
,,,,,,,,,,4,190,4,8,,
,,,,,,,,,,5,190,4,8.5,,
,conv DL,,,,,,0.2.0,,,1,330,5,7.5,,
,,,,,,,,,,2,330,5,8,,
,,,,,,,,,,3,330,5,8.5,,
4/24/18,bench press,,,,,,,,,1,300,1,9,,
,,,,,,,,,,2,275,3,8.5,,
,,,,,,,,,,3,245,6,8,,
,,,,,,,,,,4,235,6,7,,
,,,,,,,,,,5,235,6,7,,
,,,,,,,,,,6,235,6,7.5,,
,lowbar squat,,,belt,,,,,,1,380,1,7.5,,
,,,,,,,,,,2,360,2,8,,
,,,,,,,,,,3,360,2,7.5,,
,lowbar squat,,,,,,3.0.0,,,1,290,4,6.5,,
,,,,,,,,,,2,300,4,6.4,,
,OHP (barbell),,,belt,,,,,,1,160,3,8,,
,,,,,,,,,,2,150,5,8,,
,,,,,,,,,,3,150,5,8,,
,,,,,,,,,,4,150,5,8.5,,
,conv DL,,,,,,,,,1,415,1,9,,
,,,,,,,,,,2,365,5,6.5,,
,,,,,,,,,,3,385,5,8,,
,,,,,,,,,,4,385,5,8.5,,
4/26/18,,,,,,,,,,5,365,5,7,,
,bench press,,close,,,,,35 lb band tension,,1,220,4,8,,
,,,,,,,,,,2,220,4,8,,
,,,,,,,,,,3,220,4,8.5,,
,,,,,,,,,,4,220,4,8,,
,,,,,,,,,,5,220,4,9,,
,bench press (high pin),,close,,,,,,,1,245,3,6,,
,,,,,,,,,,2,260,3,8,,
,,,,,,,,,,3,265,3,8.5,,
,highbar squat,,,belt,,,,,,1,330,3,7.5,,
,,,,,,,,,,2,330,3,7.5,,
,,,,,,,,,,3,330,3,8,,
,,,,,,,,,,4,330,3,8,,
,chinup,,,,,,,,,1,45,5,,,
,,,,,,,,,,2,45,5,,,
,,,,,,,,,,3,45,5,,,
,,,,,,,,,,4,45,5,,,
,,,,,,,,,,5,45,5,,,
4/28/18,bench press,,wide,,,,,,,1,225,10,7.5,,
,,,,,,,,,,2,225,10,8,,
,,,,,,,,,,3,225,10,8.5,,
,,,,,,,,,,4,215,10,7.5,,
,lowbar squat,,,belt,,,,,,1,385,1,7.5,,
,,,,,,,,,,2,330,7,7,,
,,,,,,,,,,3,315,7,7,,
,,,,,,,,,,4,315,7,7,,
,conv DL,,,,,,0.2.0,,,1,330,5,8,,
,,,,,,,,,,2,330,5,7.5,,
,,,,,,,,,,3,335,5,8.5,,
,z-press (low pin),,,,,,,-35 lb band tension,,1,195,4,8.5,,
,,,,,,,,,,2,195,4,8,,
,,,,,,,,,,3,195,4,9,,
,,,,,,,,,,4,190,4,9,,
,,,,,,,,,,5,190,4,8.5,,
5/1/18,bench press,,,,,,,,,1,300,1,8.5,,
,,,,,,,,,,2,285,3,9,,
,,,,,,,,,,3,250,6,7.5,,
,,,,,,,,,,4,250,6,7.5,,
,,,,,,,,,,5,250,6,8,,
,lowbar squat,,,belt,,,,,,1,395,1,8.5,,
,,,,,,,,,,2,380,2,8.5,,
,,,,,,,,,,3,380,2,8.5,,
,lowbar squat,,,,,,3.0.0,,,1,315,4,8.5,,
,,,,,,,,,,2,315,4,9,,
,OHP (barbell),,,belt,,,,,,1,160,3,8.5,,
,,,,,,,,,,2,150,5,8.5,,
,,,,,,,,,,3,150,5,8,,
,,,,,,,,,,4,150,5,9,,
,conv DL,,,,,,,,,1,415,1,9,,
,,,,,,,,,,2,375,5,7.5,,
,,,,,,,,,,3,380,5,8,,
,,,,,,,,,,4,380,5,8,,
,,,,,,,,,,5,365,5,7,,
5/5/18,bench press,,wide,,,,,,,1,225,10,7.5,,
,,,,,,,,,,2,225,10,7.5,,
,,,,,,,,,,3,225,10,8.5,,
,,,,,,,,,,4,215,10,7.5,,
,lowbar squat,,,belt,,,,,,1,385,1,8,,
,,,,,,,,,,2,335,7,8,,
,,,,,,,,,,3,315,7,7,,
,,,,,,,,,,4,315,7,7.5,,
,z-press (low pin),,,,,,,-35 lb band tension,,1,215,1,10,,
,,,,,,,,,,2,185,4,8,,
,,,,,,,,,,3,185,4,8,,
,,,,,,,,,,4,185,4,8,,
,,,,,,,,,,5,185,4,8.5,,
,conv DL,,,,,,0.2.0,,,1,335,5,8.5,,
,,,,,,,,,,2,335,5,8.5,,
,,,,,,,,,,3,335,4,10,,
5/8/18,bench press,,,,,,,,,1,300,1,9,,
,,,,,,,,,,2,285,3,9,,
,,,,,,,,,,3,245,6,7,,
,,,,,,,,,,4,245,6,7.5,,
,,,,,,,,,,5,245,6,8.5,,
,lowbar squat,,,belt,,,,,,1,395,1,9,,
,,,,,,,,,,2,370,2,8.5,,
,,,,,,,,,,3,355,2,8,,
,,,,,,,,,,4,355,2,8,,
,OHP (barbell),,,belt,,,,,,1,175,1,9.5,,
,,,,,,,,,,2,150,5,8,,
,,,,,,,,,,3,150,5,7.5,,
,,,,,,,,,,4,150,5,8.5,,
,conv DL,,,,,,,,,1,405,1,8,,
,,,,,,,,,,2,365,5,6.5,,
,,,,,,,,,,3,380,5,8,,
5/11/18,bench press,,close,,,,,35 lb band tension,,1,225,4,8,,
,,,,,,,,,,2,225,4,8,,
,,,,,,,,,,3,225,4,8.5,,
,,,,,,,,,,4,225,4,9,,
,highbar squat,,,belt,,,,,,1,335,5,8,,
,,,,,,,,,,2,335,5,9,,
,,,,,,,,,,3,315,5,8,,
,conv block pull (mid shin),,,,,,,,,1,335,5,<6,,
,,,,,,,,,,2,355,5,6,,
,,,,,,,,,,3,385,5,7,,
5/14/18,bench press,,,,,,,,,1,305,1,9.5,,
,bench press,,wide,,,,,,64 lb chains,1,195,3,6,,
,,,,,,,,,,2,205,3,8,,
,,,,,,,,,,3,185,6,7.5,,
,lowbar squat (low pin),,,,,,,,,1,275,5,6,,
,SSb squat,,,,,,,,,1,245,7,<6,,
,,,,,,,,,,2,225,7,<6,,
,sumo DL,,,,,,,,,1,416,5,7.5,,
,,,,,,,,,,2,358,10,6,,
5/16/18,bench press (DB incline),,,,,,0.1.0,,,1,75,12,8,,
,,,,,,,,,,2,75,12,8.5,,
,,,,,,,,,,3,75,12,9.5,,
,bulg. split squat (ssb),,,,,,,,,1,155,10,8,,
,,,,,,,,,,2,155,10,8,,
,chinup,,,,,,,,,1,35,6,,,
,,,,,,,,,,2,35,6,,,
,,,,,,,,,,3,35,6,,,
,,,,,,,,,,4,35,6,,,
,,,,,,,,,,5,35,6,,,
5/18/18,bench press,,,,,,,,,1,255,5,8.5,,
,,,,,,,,,,2,255,5,9,,
,bench press (DB),,,,,,,,,1,100,10,8.5,,
,,,,,,,,,,2,100,9,9.5,,
,conv DL,,,,,,,,,1,365,3,7.5,,
,,,,,,,,,,2,365,5,8,,
,row (barbell),,,,,,,,,1,225,10,,,
,,,,,,,,,,2,225,10,,,
,,,,,,,,,,3,225,10,,,
,OHP (barbell),,,belt,,,,,,1,135,10,10,,
5/21/18,bench press,,,,,,,,,1,295,1,9,,
,,,,,,,,,,2,245,5,7,,
,,,,,,,,,,3,245,5,7.5,,
,,,,,,,,,,4,245,5,7.5,,
,,,,,,,,,,5,245,5,7.5,,
,bench press (incline low pin),,,,,,,,,1,175,7,7.5,,
,,,,,,,,,,2,185,7,9.5,,
,lowbar squat,,,belt,,,,,,1,385,1,8,,
,,,,,,,,,,2,330,5,6,,
,,,,,,,,,,3,340,5,7.5,,
,,,,,,,,,,4,340,5,8,,
,,,,,,,,,,5,330,5,7.5,,
,OHP (barbell),,,belt,,,,,,1,165,1,8.5,,
,,,,,,,,,,2,155,4,8.5,,
,,,,,,,,,,3,150,4,8,,
,,,,,,,,,,4,150,4,7.5,,
,,,,,,,,,,5,150,4,8,,
,conv block pull (mid shin),,,,,,,,,1,388,5,7,,
,,,,,,,,,,2,408,5,8,,
,,,,,,,,,,3,398,5,7.5,,
5/23/18,bench press,,close,,,,,,64 lb chains,1,185,6,7.5,,
,,,,,,,,,,2,200,4,8,,
,,,,,,,,,,3,200,4,8,,
,,,,,,,,,,4,200,4,8,,
,,,,,,,,,,5,200,4,9,,
,bench press (low pin),,close,,,,,,64 lb chains,1,175,6,7.5,,
,,,,,,,,,,2,175,6,8,,
,,,,,,,,,,3,175,6,8.5,,
,lowbar squat (low pin),,,,,,,,,1,275,6,6.5,,
,,,,,,,,,,2,290,6,7.5,,
,,,,,,,,,,3,305,6,8.5,,
,OHP (DB),,,,,,,,,1,70,9,6.5,chinup,
,,,,,,,,,,2,70,8,6.5,chinup,
,,,,,,,,,,3,70,8,6.5,chinup,
,,,,,,,,,,4,70,8,6.5,chinup,
,chinup,,,,,,,,,1,50,6,,OHP (DB),
,,,,,,,,,,2,50,6,,OHP (DB),
,,,,,,,,,,3,50,6,,OHP (DB),
,,,,,,,,,,4,50,6,,OHP (DB),
5/25/18,bench press,,wide,,,,0.1.0,,,1,225,7,7,,
,,,,,,,,,,2,225,7,7,,
,,,,,,,,,,3,225,7,7.5,,
,,,,,,,,,,4,225,7,8,,
,bench press (low pin),,,,,,,,,1,235,5,7.5,,
,,,,,,,,,,2,235,5,7.5,,
,conv DL,,,,,,,,,1,416,1,8.5,,
,,,,,,,,,,2,374,5,6,,
,,,,,,,,,,3,384,5,7,,
,,,,,,,,,,4,384,5,7.5,,
,,,,,,,,,,5,384,5,8,,
,OHP (chin pin),,,,,,,,,1,135,6,6,,
,,,,,,,,,,2,150,6,9,,
,,,,,,,,,,3,145,6,9,,
,,,,,,,,,,4,145,6,9,,
,,,,,,,,,,4,145,5,10,,
,SSb squat,,,belt,,,,,,1,260,7,7,,
,,,,,,,,,,2,270,7,7,,
,,,,,,,,,,3,295,7,9,,
5/28/18,bench press,,,,,,,,,1,300,1,8.5,,
,,,,,,,,,,2,250,5,6.5,,
,,,,,,,,,,3,250,5,7,,
,,,,,,,,,,4,250,5,7.5,,
,,,,,,,,,,5,250,5,7.5,,
,,,,,,,,,,6,250,5,7.5,,
,bench press (incline low pin),,,,,,,,,1,185,7,8.5,,
,,,,,,,,,,2,175,7,7.5,,
,,,,,,,,,,3,175,7,8,,
,lowbar squat,,,belt,,,,,,1,390,1,8.5,,
,,,,,,,,,,2,325,5,6,,
,,,,,,,,,,3,335,5,7,,
,,,,,,,,,,4,345,5,8,,
,,,,,,,,,,5,345,5,8,,
,,,,,,,,,,6,335,5,7.5,,
,OHP (barbell),,,belt,,,,,,1,165,1,8.5,,
,,,,,,,,,,2,135,4,<6,,
,,,,,,,,,,3,145,4,7,,
,,,,,,,,,,4,150,4,7.5,,
,,,,,,,,,,5,150,4,7.5,,
,,,,,,,,,,6,150,4,8,,
,conv block pull (mid shin),,,,,,,,,1,378,6,7,,
,,,,,,,,,,2,378,6,7,,
,,,,,,,,,,3,378,6,7.5,,
,,,,,,,,,,4,378,5,9,,
5/30/18,bench press,,close,,,,,,64 lb chains,1,200,4,8,,
,,,,,,,,,,2,200,4,8,,
,,,,,,,,,,3,200,4,8.5,,
,,,,,,,,,,4,200,4,9,,
,,,,,,,,,,5,190,4,7.5,,
,bench press (low pin),,close,,,,,,,1,210,6,6,,
,,,,,,,,,,2,225,6,8,,
,,,,,,,,,,3,225,6,8.5,,
,,,,,,,,,,4,225,6,9,,
,lowbar squat (low pin),,,,,,,,,1,275,6,6.5,,
,,,,,,,,,,2,295,6,7.5,,
,,,,,,,,,,3,315,6,8.5,,
,,,,,,,,,,4,315,6,9,,
,OHP (DB),,,,,,,,,1,70,8,<6,,
,,,,,,,,,,2,70,8,7.5,,
,,,,,,,,,,3,70,8,8,,
,,,,,,,,,,4,70,8,9,,
,,,,,,,,,,5,70,8,10,,
,chinup,,,,,,,,,1,45,5,,,
,,,,,,,,,,2,45,5,,,
,,,,,,,,,,3,45,5,,,
,,,,,,,,,,4,45,5,,,
,,,,,,,,,,5,45,4,,,
6/1/18,bench press,,wide,,,,0.1.0,,,1,230,7,7,,
,,,,,,,,,,2,230,7,7.5,,
,,,,,,,,,,3,225,7,7.5,,
,,,,,,,,,,4,225,7,8,,
,bench press (low pin),,,,,,,,,1,240,5,8.5,,
,,,,,,,,,,2,230,5,7.5,,
,,,,,,,,,,3,230,5,8,,
,,,,,,,,,,4,230,5,8,,
,conv DL,,,belt,,,,,,1,421,1,8.5,,
,,,,,,,,,,2,374,5,6,,
,,,,,,,,,,3,384,5,7,,
,,,,,,,,,,4,394,5,8,,
,,,,,,,,,,5,394,5,8,,
,OHP (chin pin),,,belt,,,,,,1,135,6,<6,,
,,,,,,,,,,2,145,6,7.5,,
,,,,,,,,,,3,145,6,8,,
,,,,,,,,,,4,145,6,8.5,,
,,,,,,,,,,5,145,5,10,,
,,,,,,,,,,6,140,6,9,,
,SSb squat,,,belt,,,,,,1,260,7,6.5,,
,,,,,,,,,,2,280,7,7,,
,,,,,,,,,,3,295,7,9.5,,
,,,,,,,,,,4,270,7,9,,
6/4/18,bench press,,,,,,,,,1,300,1,8.5,,
,,,,,,,,,,2,255,5,7,,
,,,,,,,,,,3,255,5,7.5,,
,,,,,,,,,,4,255,5,7.5,,
,,,,,,,,,,5,255,5,8,,
,,,,,,,,,,6,245,5,7,,
,bench press (incline low pin),,,,,,,,,1,185,8,8,,
,,,,,,,,,,2,175,8,7.5,,
,lowbar squat,,,belt,,,,,,1,395,1,8.5,,
,,,,,,,,,,2,335,5,6.5,,
,,,,,,,,,,3,345,5,7.5,,
,,,,,,,,,,4,350,5,8,,
,,,,,,,,,,5,340,5,8,,
,,,,,,,,,,6,335,5,8,,
,OHP (barbell),,,belt,,,,,,1,137,4,6,,
,,,,,,,,,,2,147,4,7,,
,,,,,,,,,,3,152,4,7.5,,
,,,,,,,,,,4,152,4,8,,
,,,,,,,,,,5,152,4,8,,
,,,,,,,,,,6,152,4,8,,
,conv block pull (mid shin),,,,,,,,,1,384,6,7,,
,,,,,,,,,,2,394,6,8,,
,,,,,,,,,,3,394,5,10,,
,,,,,,,,,,4,374,6,8.5,,
6/6/18,bench press,,close,,,,,,64 lb chains,1,202,4,8,,
,,,,,,,,,,2,202,4,8.5,,
,,,,,,,,,,3,202,4,8.5,,
,,,,,,,,,,4,202,4,9.5,,
,,,,,,,,,,5,192,4,8,,
,bench press (low pin),,close,,,,,,,1,225,6,8,,
,,,,,,,,,,2,225,6,9,,
,,,,,,,,,,3,225,6,9,,
,lowbar squat (low pin),,,,,,,,,1,275,6,6,,
,,,,,,,,,,2,300,6,7.5,,
,,,,,,,,,,3,300,6,7.5,,
,,,,,,,,,,4,325,6,9,,
,,,,,,,,,,5,325,6,9,,
,OHP (DB),,,,,,,,,1,65,8,,chinup,
,,,,,,,,,,2,65,8,,chinup,
,,,,,,,,,,3,65,8,,chinup,
,,,,,,,,,,4,65,8,,chinup,
,,,,,,,,,,5,65,8,,chinup,
,chinup,,,,,,,,,1,45,5,,OHP (DB),
,,,,,,,,,,2,45,5,,OHP (DB),
,,,,,,,,,,3,45,5,,OHP (DB),
,,,,,,,,,,4,45,5,,OHP (DB),
,,,,,,,,,,5,45,5,,OHP (DB),
,,,,,,,,,,6,25,9,,,
6/8/18,bench press,,wide,,,,0.1.0,,,1,230,7,7,,
,,,,,,,,,,2,230,7,7,,
,,,,,,,,,,3,230,7,7.5,,
,,,,,,,,,,4,230,7,8,,
,conv DL,,,,,,,,,1,426,1,9.5,,
,,,,,,,,,,2,384,5,7.5,,
,,,,,,,,,,3,384,5,8,,
,,,,,,,,,,4,384,5,8,,
,,,,,,,,,,5,384,5,8.5,,
,,,,,,,,,,6,358,5,7,,
,bench press (low pin),,,,,,,,,1,235,5,8,,
,,,,,,,,,,2,235,5,8,,
,,,,,,,,,,3,235,5,8,,
,,,,,,,,,,4,235,5,8.5,,
,SSb squat,,,belt,,,,,,1,260,7,6,,
,,,,,,,,,,2,280,7,8,,
,,,,,,,,,,3,285,7,8.5,,
,,,,,,,,,,4,285,7,9,,
,OHP (chin pin),,,belt,,,,,,1,135,6,6,,
,,,,,,,,,,2,140,6,7,,
,,,,,,,,,,3,145,6,8,,
,,,,,,,,,,4,145,6,8.5,,
,,,,,,,,,,5,145,6,8.5,,
,,,,,,,,,,6,145,6,9.5,,
6/11/18,bench press,,,,,,,,,1,305,1,9.5,,
,,,,,,,,,,2,265,3,7.5,,
,,,,,,,,,,3,265,3,7.5,,
,,,,,,,,,,4,265,3,7.5,,
,,,,,,,,,,5,265,3,8,,
,,,,,,,,,,6,255,3,6.5,,
,lowbar squat,,,belt,,,,,,1,395,1,8,,
,,,,,,,,,,2,350,4,6.5,,
,,,,,,,,,,3,350,4,7,,
,,,,,,,,,,4,340,4,6,,
,,,,,,,,,,5,340,4,6,,
,OHP (barbell),,,belt,,,,,,1,155,3,6.5,,
,,,,,,,,,,2,160,3,7.5,,
,,,,,,,,,,3,160,3,7,,
,conv DL,,,,,,0.1.0,,,1,345,3,<6,,
,,,,,,,,,,2,345,3,<6,,
,,,,,,,,,,3,345,3,6,,
6/13/18,lowbar squat,,,,,,0.1.0,,,1,325,3,6.5,,
,,,,,,,,,,2,335,3,8,,
,,,,,,,,,,3,345,3,9,,
,bench press,,,,,,0.1.0,,,1,245,3,7,,
,,,,,,,,,,2,255,3,8,,
,,,,,,,,,,3,245,3,7,,
